bus_id,bus_name,area,loss_zone,type,voltage,angle,load_P,load_Q,generation_p,generation_Q,base_kV,desired_volts,MAX_Q,Min_Q,G,B,control_bus_number
2471,2471,1,1,1,1.0502,-35.242,0.2239,0.0712,0,0,0,0,0,0,0,0,0
2472,2472,1,1,1,1.0743,-33.491,0,0,0,0,0,0,0,0,0,0,0
2473,2473,1,1,1,1.0779,-33.105,0,0,0,0,0,0,0,0,0,0,0
2474,2474,1,1,1,1.0539,-22.277,0.037,0.0023,0,0,0,0,0,0,0,0,0
2475,2475,1,1,1,1.0469,-22.23,0.0255,0.002,0,0,0,0,0,0,0,0,0
2476,2476,1,1,1,1.0659,-27.297,0.0657,-0.0206,0,0,0,0,0,0,0,0,0
2477,2477,1,1,1,1.0538,-22.458,0.1271,0.0306,0,0,0,0,0,0,0,0,0
2478,2478,1,1,1,1.0393,-26.14,0.0356,0.0032,0,0,0,0,0,0,0,0,0
2479,2479,1,1,1,1.0598,-38.115,0.2083,0.0674,0,0,0,0,0,0,0,0,0
2480,2480,1,1,1,1.0727,-37.113,0.1512,0.0217,0,0,0,0,0,0,0,0,0
2481,2481,1,1,1,1.0505,-36.511,0.1726,0.018,0,0,0,0,0,0,0,0,0
2482,2482,1,1,1,1.0505,-36.511,0,0,0,0,0,0,0,0,0,0,0
2483,2483,1,1,1,1.1068,-12.936,0.0648,0.0096,0,0,0,0,0,0,0,0,0
2484,2484,1,1,1,1.0736,-33.369,0.063,0.0057,0,0,0,0,0,0,0,0,0
2485,2485,1,1,1,1.08,-33.695,0.274,0.1146,0,0,0,0,0,0,0,0,0
2486,2486,1,1,1,1.0469,-22.23,0,0,0,0,0,0,0,0,0,0,0
2487,2487,1,1,1,1.054,-22.276,0,0,0,0,0,0,0,0,0,0,0
2488,2488,1,1,2,1.0705,-37.307,0.1195,0.141,0.67,0.15,0,0,0.15,0,0,0,0
2489,2489,1,1,2,1.0704,-37.321,0.1274,0.0826,0.65,0.15,0,0,0.15,0,0,0,0
2490,2490,1,1,1,1.0762,-34.085,0.1247,-0.0175,0,0,0,0,0,0,0,0,0
2491,2491,1,1,1,1.0792,-33.733,0.1919,0.056,0,0,0,0,0,0,0,0,0
2492,2492,1,1,1,1.0784,-33.485,0.0849,-0.0072,0,0,0,0,0,0,0,0,0
2493,2493,1,1,1,1.0782,-33.502,0.0986,-0.0084,0,0,0,0,0,0,0,0,0
2494,2494,1,1,1,1.0814,-37.753,0.2658,0.0499,0,0,0,0,0,0,0,0,0
2495,2495,1,1,1,1.0723,-33.771,0.1548,0.0362,0,0,0,0,0,0,0,0,0
2496,2496,1,1,1,1.0767,-33.586,0.1603,0.0489,0,0,0,0,0,0,0,0,0
2497,2497,1,1,2,1.0686,-19.49,0.0638,0.0043,0.0033,0,0,0,0,0,0,0,0
2498,2498,1,1,1,1.0685,-19.528,0.1274,0.0067,0,0,0,0,0,0,0,0,0
2499,2499,1,1,1,1.0796,-18.014,0.0434,0.0131,0,0,0,0,0,0,0,0,0
2500,2500,1,1,2,1.0872,-16.05,0.3553,0.1239,0.055,0,0,0,0,0,0,0,0
2501,2501,1,1,1,1.0755,-33.893,0.2863,-0.004,0,0,0,0,0,0,0,0,0
2502,2502,1,1,1,1.0699,-17.472,0.0764,0.0101,0,0,0,0,0,0,0,0,0
2503,2503,1,1,1,1.0476,-20.659,0.1775,0.0235,0,0,0,0,0,0,0,0,0
2504,2504,1,1,1,1.087,-17.571,0.1044,0.0434,0,0,0,0,0,0,0,0,0
2505,2505,1,1,1,1.0821,-17.793,0.1098,0.0463,0,0,0,0,0,0,0,0,0
2506,2506,1,1,2,1.0806,-15.761,0.0334,0.0205,0.01,0,0,0,0,0,0,0,0
2507,2507,1,1,1,1.0691,-35.593,0.091,0.0486,0,0,0,0,0,0,0,0,0
2508,2508,1,1,2,1.017,-32.171,0.0854,0.0437,0.044,0,0,0,0,0,0,0,0
2509,2509,1,1,1,1.017,-32.177,0.1538,0.0542,0,0,0,0,0,0,0,0,0
2510,2510,1,1,1,1.0992,-14.024,0.0496,0.0113,0,0,0,0,0,0,0,0,0
2511,2511,1,1,1,1.0732,-19.206,0.0451,0.0194,0,0,0,0,0,0,0,0,0
2512,2512,1,1,2,1.0601,-37.818,0,0,0.306,0,0,0,0,0,0,0,0
2513,2513,1,1,2,1.0601,-37.819,0.0792,0.0376,0.306,0,0,0,0,0,0,0,0
2514,2514,1,1,1,1.067,-35.828,0.1507,-0.0145,0,0,0,0,0,0,0,0,0
2515,2515,1,1,2,1.0618,-17.517,0.4816,0.2815,0.065,0,0,0,0,0,0,0,0
2516,2516,1,1,1,1.062,-17.499,0,0,0,0,0,0,0,0,0,0,0
2517,2517,1,1,1,1.0709,-16.529,0.0344,0,0,0,0,0,0,0,0,0,0
2518,2518,1,1,1,1.0412,-32.682,0.0493,-0.0014,0,0,0,0,0,0,0,0,0
2519,2519,1,1,1,1.0377,-34.701,0.12,-0.0021,0,0,0,0,0,0,0,0,0
2520,2520,1,1,1,1.0292,-31.159,0.12,-0.0208,0,0,0,0,0,0,0,0,0
2521,2521,1,1,1,1.0231,-31.73,0.0967,-0.0059,0,0,0,0,0,0,0,0,0
2522,2522,1,1,1,1.0693,-16.959,0.086,0.0121,0,0,0,0,0,0,0,0,0
2523,2523,1,1,1,1.0813,-18.552,0.0737,0.0042,0,0,0,0,0,0,0,0,0
2524,2524,1,1,1,1.0813,-18.555,0.0229,0.0033,0,0,0,0,0,0,0,0,0
2525,2525,1,1,1,1.0669,-16.995,0.1146,0.014,0,0,0,0,0,0,0,0,0
2526,2526,1,1,1,1.0669,-16.995,0,0,0,0,0,0,0,0,0,0,0
2527,2527,1,1,1,1.0593,-35.601,0.0906,-0.0241,0,0,0,0,0,0,0,0,0
2528,2528,1,1,1,1.0635,-33.351,0.1137,0.0922,0,0,0,0,0,0,0,0,0
2529,2529,1,1,1,1.069,-37.87,0.0922,0.0034,0,0,0,0,0,0,0,0,0
2530,2530,1,1,1,1.0712,-37.624,0.1145,-0.0018,0,0,0,0,0,0,0,0,0
2531,2531,1,1,2,1.0813,-14.893,0.0326,0.0024,0.0133,0,0,0,0,0,0,0,0
2532,2532,1,1,2,1.0677,-33.698,0.0587,0.0026,0.0101,0,0,0,0,0,0,0,0
2533,2533,1,1,1,1.0658,-16.98,0.0344,0,0,0,0,0,0,0,0,0,0
2534,2534,1,1,2,1.0916,-19.503,0.0319,0.0093,0.061,0,0,0,0,0,0,0,0
2535,2535,1,1,1,1.0393,-27.704,0.2448,0.1078,0,0,0,0,0,0,0,0,0
2536,2536,1,1,1,1.0752,-17.031,0.2092,0.0111,0,0,0,0,0,0,0,0,0
2537,2537,1,1,1,1.0707,-16.715,0.0777,0.0175,0,0,0,0,0,0,0,0,0
2538,2538,1,1,1,1.0351,-26.419,0.1236,0.0346,0,0,0,0,0,0,0,0,0
2539,2539,1,1,1,1.0511,-31.995,0.111,0.0538,0,0,0,0,0,0,0,0,0
2540,2540,1,1,2,1.0485,-37.327,0.251,0.0474,0,0,0,0,0,0,0,0,0
2541,2541,1,1,1,1.0744,-28.044,0.1648,0.0492,0,0,0,0,0,0,0,0,0
2542,2542,1,1,2,1.0288,-31.946,0.252,0.1069,0.0555,0,0,0,0,0,0,0,0
2543,2543,1,1,1,1.0492,-36.619,0.1466,-0.0004,0,0,0,0,0,0,0,0,0
2544,2544,1,1,2,1.0327,-32.052,0.2001,0.0909,0.044,0,0,0,0,0,0,0,0
2545,2545,1,1,1,1.0789,-18.161,0.1824,-0.0098,0,0,0,0,0,0,0,0,0
2546,2546,1,1,1,1.0721,-18.694,0.0358,0.005,0,0,0,0,0,0,0,0,0
2547,2547,1,1,1,1.0613,-20.653,0.0624,0.0428,0,0,0,0,0,0,0,0,0
2548,2548,1,1,1,1.0721,-19.046,0.0496,0.0221,0,0,0,0,0,0,0,0,0
2549,2549,1,1,1,1.0615,-17.482,0.229,0.0175,0,0,0,0,0,0,0,0,0
2550,2550,1,1,1,1.0615,-17.482,0,0,0,0,0,0,0,0,0,0,0
2551,2551,1,1,1,1.066,-35.118,0.1108,0.0027,0,0,0,0,0,0,0,0,0
2552,2552,1,1,1,1.1014,-13.322,0.0168,0.0039,0,0,0,0,0,0,0,0,0
2553,2553,1,1,1,1.0714,-30.122,0.1015,0.0076,0,0,0,0,0,0,0,0,0
2554,2554,1,1,1,1.0737,-33.448,0.3096,0.1175,0,0,0,0,0,0,0,0,0
2555,2555,1,1,1,0.99738,-33.985,0.0868,0.0339,0,0,0,0,0,0,0,0,0
2556,2556,1,1,1,1.0709,-16.606,0.1274,0.0437,0,0,0,0,0,0,0,0,0
2557,2557,1,1,2,1.0825,-15.931,0.0001,0.0001,0.1,0,0,0,0,0,0,0,0
2558,2558,1,1,1,1.0492,-38.926,0.1791,0.0439,0,0,0,0,0,0,0,0,0
2559,2559,1,1,1,1.0589,-38.005,0,0,0,0,0,0,0,0,0,0,0
2560,2560,1,1,1,1.0864,-17.428,0.0669,0.0261,0,0,0,0,0,0,0,0,0
2561,2561,1,1,1,1.0588,-38.005,0.0105,0.0049,0,0,0,0,0,0,0,0,0
2562,2562,1,1,2,1.0682,-37.78,0.1569,0.0643,0.0165,0,0,0,0,0,0,0,0
2563,2563,1,1,2,1.0592,-19.681,0.0758,0.0192,0.044,0,0,0,0,0,0,0,0
2564,2564,1,1,1,1.0684,-19.345,0.1075,0.0285,0,0,0,0,0,0,0,0,0
2565,2565,1,1,2,1.0718,-37.179,0.1308,0.0811,0.04,0.02,0,0,0.23,0,0,0,0
2566,2566,1,1,1,1.026,-27.395,0.0941,0.0116,0,0,0,0,0,0,0,0,0
2567,2567,1,1,1,1.07,-37.645,0.0855,0.0501,0,0,0,0,0,0,0,0,0
2568,2568,1,1,2,1.0186,-40.283,0.0752,-0.0022,0.0045,0,0,0,0,0,0,0,0
2569,2569,1,1,1,1.053,-36.422,0.322,0.0813,0,0,0,0,0,0,0,0,0
2570,2570,1,1,1,1.0787,-18.054,0.1477,0.0755,0,0,0,0,0,0,0,0,0
2571,2571,1,1,1,1.1163,-13.007,0.1567,0.0512,0,0,0,0,0,0,0,0,0
2572,2572,1,1,1,1.0675,-38.132,0.1425,-0.0107,0,0,0,0,0,0,0,0,0
2573,2573,1,1,1,1.119,-11.293,0.0912,0.0246,0,0,0,0,0,0,0,0,0
2574,2574,1,1,1,1.1175,-11.388,0.0259,0.0087,0,0,0,0,0,0,0,0,0
2575,2575,1,1,1,1.1169,-11.421,0.0272,0.0096,0,0,0,0,0,0,0,0,0
2576,2576,1,1,1,1.1176,-11.377,0.171,0.0791,0,0,0,0,0,0,0,0,0
2577,2577,1,1,1,1.1171,-11.409,0.2616,0.1205,0,0,0,0,0,0,0,0,0
2578,2578,1,1,1,1.1163,-11.507,0.0874,0.0206,0,0,0,0,0,0,0,0,0
2579,2579,1,1,1,1.1163,-11.505,0.0624,0.0103,0,0,0,0,0,0,0,0,0
2580,2580,1,1,2,1.1196,-11.265,0.2043,0.34,0.94,0.7113,0,0,1.45,-0.38,0,0,0
2581,2581,1,1,1,1.1196,-11.26,0.0912,0.0492,0,0,0,0,0,0,0,0,0
2582,2582,1,1,1,1.0675,-37.654,0.3956,0.1282,0,0,0,0,0,0,0,0,0
2583,2583,1,1,1,1.0731,-18.733,0.1273,0.0101,0,0,0,0,0,0,0,0,0
2584,2584,1,1,1,1.0762,-16.407,0.0329,0.0063,0,0,0,0,0,0,0,0,0
2585,2585,1,1,1,1.0671,-16.774,0.1974,0.0962,0,0,0,0,0,0,0,0,0
2586,2586,1,1,1,1.0671,-16.773,0.0484,0.0175,0,0,0,0,0,0,0,0,0
2587,2587,1,1,1,1.0652,-35.973,0.2658,0.0653,0,0,0,0,0,0,0,0,0
2588,2588,1,1,1,1.0965,-18.976,0.1095,0.0724,0,0,0,0,0,0,0,0,0
2589,2589,1,1,1,1.0971,-18.953,0.0501,0.0157,0,0,0,0,0,0,0,0,0
2590,2590,1,1,1,1.0777,-33.752,0.2973,0.1025,0,0,0,0,0,0,0,0,0
2591,2591,1,1,1,1.1069,-34.568,0.0316,-0.0032,0,0,0,0,0,0,0,0,0
2592,2592,1,1,2,1.1149,-16.195,0.3435,0.3295,1.58,1,0,0,1,0,0,0,0
2593,2593,1,1,2,1.0909,-16.929,0.3788,0.3194,1.08,0.7,0,0,0.7,0,0,0,0
2594,2594,1,1,1,1.1061,-14.874,0.0478,0.0211,0,0,0,0,0,0,0,0,0
2595,2595,1,1,1,1.0749,-38.21,0.0369,-0.0079,0,0,0,0,0,0,0,0,0
2596,2596,1,1,1,1.0716,-16.408,0,0,0,0,0,0,0,0,0,0,0
2597,2597,1,1,1,1.0716,-16.408,-0.0733,-0.0063,0,0,0,0,0,0,0,0,0
2598,2598,1,1,2,1.0819,-14.818,0.0649,0.0097,0.1641,0,0,0,0,0,0,0,0
2599,2599,1,1,1,1.0818,-14.85,0.1129,0.0169,0,0,0,0,0,0,0,0,0
2600,2600,1,1,1,1.0746,-29.865,0.061,0.0187,0,0,0,0,0,0,0,0,0
2601,2601,1,1,1,1.1006,-13.56,0.0187,0.0031,0,0,0,0,0,0,0,0,0
2602,2602,1,1,1,1.1019,-13.275,0,0,0,0,0,0,0,0,0,0,0
2603,2603,1,1,1,1.065,-39.416,0.2247,-0.0125,0,0,0,0,0,0,0,0,0
2604,2604,1,1,2,1.0849,-17.941,0.1181,0.0178,0.0972,0,0,0,0,0,0,0,0
2605,2605,1,1,1,1.0849,-17.941,0,0,0,0,0,0,0,0,0,0,0
2606,2606,1,1,1,1.0956,-16.005,0.0966,0.0589,0,0,0,0,0,0,0,0,0
2607,2607,1,1,1,1.0907,-16.946,0.1271,0.0286,0,0,0,0,0,0,0,0,0
2608,2608,1,1,2,1.0809,-17.58,0.0577,0.0107,0.0033,0,0,0,0,0,0,0,0
2609,2609,1,1,1,1.081,-17.574,0.1259,0.0373,0,0,0,0,0,0,0,0,0
2610,2610,1,1,1,1.0493,-37.647,0.2261,0.0459,0,0,0,0,0,0,0,0,0
2611,2611,1,1,2,1.0788,-17.76,0.1782,0.0463,0.0114,0,0,0,0,0,0,0,0
2612,2612,1,1,1,1.1104,-16.512,0.1593,0.0568,0,0,0,0,0,0,0,0,0
2613,2613,1,1,1,1.1064,-16.635,0.0871,0.0092,0,0,0,0,0,0,0,0,0
2614,2614,1,1,1,1.0793,-17.197,0.0858,-0.0081,0,0,0,0,0,0,0,0,0
2615,2615,1,1,1,1.058,-8.4271,0.2764,0.0657,0,0,0,0,0,0,0,0,0
2616,2616,1,1,1,1.0876,-17.531,0.1352,0.0703,0,0,0,0,0,0,0,0,0
2617,2617,1,1,1,1.0828,-17.751,0.1072,0.0646,0,0,0,0,0,0,0,0,0
2618,2618,1,1,2,1.053,-28.541,0.0932,0.0078,0,0,0,0,0,0,0,0,0
2619,2619,1,1,1,1.0531,-28.559,0.0369,0.0245,0,0,0,0,0,0,0,0,0
2620,2620,1,1,1,1.0628,-31.208,0.2685,0.0278,0,0,0,0,0,0,0,0,0
2621,2621,1,1,1,1.0245,-27.526,0.2116,0.1629,0,0,0,0,0,0,0,0,0
2622,2622,1,1,1,1.0512,-38.773,0.0646,0.0016,0,0,0,0,0,0,0,0,0
2623,2623,1,1,1,1.0417,-35.569,0.0659,0,0,0,0,0,0,0,0,0,0
2624,2624,1,1,1,1.0949,-15.962,0.1909,0.0501,0,0,0,0,0,0,0,0,0
2625,2625,1,1,1,1.0848,-17.491,0.2351,0.0769,0,0,0,0,0,0,0,0,0
2626,2626,1,1,1,1.073,-18.282,0.1459,0.0446,0,0,0,0,0,0,0,0,0
2627,2627,1,1,1,1.0763,-17.324,0.1503,0.0802,0,0,0,0,0,0,0,0,0
2628,2628,1,1,1,1.1009,-13.53,0.1166,0.0193,0,0,0,0,0,0,0,0,0
2629,2629,1,1,1,1.101,-13.528,0.1166,0.0193,0,0,0,0,0,0,0,0,0
2630,2630,1,1,1,1.1101,-31.622,0.0932,-0.0174,0,0,0,0,0,0,0,0,0
2631,2631,1,1,1,1.0793,-17.376,0.1419,0.0258,0,0,0,0,0,0,0,0,0
2632,2632,1,1,1,1.1105,-16.481,0.1499,0.0145,0,0,0,0,0,0,0,0,0
2633,2633,1,1,1,1.0727,-18.299,0.2155,0.1003,0,0,0,0,0,0,0,0,0
2634,2634,1,1,1,1.1031,-16.166,0.2139,0.0711,0,0,0,0,0,0,0,0,0
2635,2635,1,1,1,1.0771,-16.322,0,0,0,0,0,0,0,0,0,0,0
2636,2636,1,1,1,1.0659,-18.313,0,0,0,0,0,0,0,0,0,0,0
2637,2637,1,1,1,1.0985,-25.457,0,0,0,0,0,0,0,0,0,0,0
2638,2638,1,1,1,1.1164,-18.494,0,0,0,0,0,0,0,0,0,0,0
2639,2639,1,1,1,1.0725,-18.391,0,0,0,0,0,0,0,0,0,0,0
2640,2640,1,1,1,1.0535,-22.348,0,0,0,0,0,0,0,0,0,0,0
2641,2641,1,1,1,1.0611,-20.902,0,0,0,0,0,0,0,0,0,0,0
2642,2642,1,1,1,1.0664,-18.687,0,0,0,0,0,0,0,0,0,0,0
2643,2643,1,1,1,1.064,-34.132,0,0,0,0,0,0,0,0,0,0,0
2644,2644,1,1,1,1.0744,-31.34,0,0,0,0,0,0,0,0,0,0,0
2645,2645,1,1,1,1.0536,-28.635,0,0,0,0,0,0,0,0,0,0,0
2646,2646,1,1,1,1.0824,-17.867,0,0,0,0,0,0,0,0,0,0,0
2647,2647,1,1,1,1.0672,-34.039,0,0,0,0,0,0,0,0,0,0,0
2648,2648,1,1,1,1.0585,-21.19,0,0,0,0,0,0,0,0,0,0,0
2649,2649,1,1,1,1.0828,-37.596,0,0,0,0,0,0,0,0,0,0,0
2650,2650,1,1,1,1.0623,-20.624,0,0,0,0,0,0,0,0,0,0,0
2651,2651,1,1,1,1.0809,-37.505,0,0,0,0,0,0,0,0,0,0,0
2652,2652,1,1,1,1.074,-34.186,0,0,0,0,0,0,0,0,0,0,0
2653,2653,1,1,1,1.0579,-23.766,0,0,0,0,0,0,0,0,0,0,0
2654,2654,1,1,1,1.0725,-19.028,0,0,0,0,0,0,0,0,0,0,0
2655,2655,1,1,1,1.0767,-36.884,0,0,0,0,0,0,0,0,0,0,0
2656,2656,1,1,1,1.0766,-16.366,0,0,0,0,0,0,0,0,0,0,0
2657,2657,1,1,1,1.087,-17.317,0,0,0,0,0,0,0,0,0,0,0
2658,2658,1,1,1,1.0876,-17.537,0,0,0,0,0,0,0,0,0,0,0
2659,2659,1,1,1,1.0376,-35.797,0,0,0,0,0,0,0,0,0,0,0
2660,2660,1,1,1,1.1039,-16.742,0.0748,0.019,0,0,0,0,0,0,0,0,0
2661,2661,1,1,1,1.0964,-4.7382,0.0792,0.0031,0,0,0,0,0,0,0,0,0
2662,2662,1,1,1,1.0553,-27.13,0.0296,0.0304,0,0,0,0,0,0,0,0,0
2663,2663,1,1,1,1.0086,-29.036,0.1303,0.0636,0,0,0,0,0,0,0,0,0
2664,2664,1,1,1,1.0666,-37.441,0.1014,0.0474,0,0,0,0,0,0,0,0,0
2665,2665,1,1,1,0.9963,-30.303,0.6555,0.4206,0,0,0,0,0,0,0,0,0
2666,2666,1,1,1,1.08,-16.024,0.0778,0.005,0,0,0,0,0,0,0,0,0
2667,2667,1,1,1,1.08,-16.024,0,0,0,0,0,0,0,0,0,0,0
2668,2668,1,1,1,1.0817,-15.719,0,0.0018,0,0,0,0,0,0,0,0,0
2669,2669,1,1,1,1.0816,-15.738,0.1146,0.0437,0,0,0,0,0,0,0,0,0
2670,2670,1,1,1,0.99755,-33.963,0.1174,0.117,0,0,0,0,0,0,0,0,0
2671,2671,1,1,1,0.99751,-33.981,0.1317,0.1226,0,0,0,0,0,0,0,0,0
2672,2672,1,1,1,1.0763,-36.908,0.0843,0.0187,0,0,0,0,0,0,0,0,0
2673,2673,1,1,1,1.0755,-33.98,0.3603,0.1876,0,0,0,0,0,0,0,0,0
2674,2674,1,1,1,1.0591,-38.165,0.5068,0.1789,0,0,0,0,0,0,0,0,0
2675,2675,1,1,1,1.0646,-27.511,0.0992,-0.0166,0,0,0,0,0,0,0,0,0
2676,2676,1,1,1,1.0619,-27.708,0.2633,0.0841,0,0,0,0,0,0,0,0,0
2677,2677,1,1,2,1.0635,-27.659,0.1831,0.0321,0.105,0.1,0,0,0.2,0,0,0,0
2678,2678,1,1,1,1.1118,-12.404,0.0971,-0.0197,0,0,0,0,0,0,0,0,0
2679,2679,1,1,1,1.0658,-20.249,0.0529,0.0074,0,0,0,0,0,0,0,0,0
2680,2680,1,1,1,1.0557,-35.761,0.0466,0.0022,0,0,0,0,0,0,0,0,0
2681,2681,1,1,1,1.1182,-12.666,0.0967,0.0407,0,0,0,0,0,0,0,0,0
2682,2682,1,1,1,1.0762,-38.158,0.2158,0.031,0,0,0,0,0,0,0,0,0
2683,2683,1,1,1,1.0831,-16.379,0.0978,-0.0088,0,0,0,0,0,0,0,0,0
2684,2684,1,1,2,1.0551,-38.459,0.1193,0.0277,0.0115,0,0,0,0,0,0,0,0
2685,2685,1,1,2,1.0494,-24.219,0.0496,0.0062,0,0,0,0,0,0,0,0,0
2686,2686,1,1,1,1.0765,-16.294,0.1401,0.0122,0,0,0,0,0,0,0,0,0
2687,2687,1,1,1,1.0765,-16.301,0,0,0,0,0,0,0,0,0,0,0
2688,2688,1,1,1,1.0587,-18.806,0.1186,0.0281,0,0,0,0,0,0,0,0,0
2689,2689,1,1,1,1.0628,-18.484,0,0,0,0,0,0,0,0,0,0,0
2690,2690,1,1,1,1.0612,-24.149,0,0,0,0,0,0,0,0,0,0,0
2691,2691,1,1,1,1.0537,-24.581,0,0,0,0,0,0,0,0,0,0,0
2692,2692,1,1,1,1.0741,-17.218,0.1033,0.0596,0,0,0,0,0,0,0,0,0
2693,2693,1,1,1,1.0727,-37.29,0.0079,0.0032,0,0,0,0,0,0,0,0,0
2694,2694,1,1,2,1.0994,-33.296,0.0996,0.008,0.0088,0,0,0,0,0,0,0,0
2695,2695,1,1,1,1.0699,-36.467,0.1257,0.0251,0,0,0,0,0,0,0,0,0
2696,2696,1,1,1,1.1147,-29.79,0.2043,0.0402,0,0,0,0,0,0,0,0,0
2697,2697,1,1,2,1.1198,-28.907,0.1105,0.0904,0.82,0.1,0,0,0.615,0.1,0,0,0
2698,2698,1,1,2,1.1198,-28.906,0.101,0.0904,1.1,0.1737,0,0,0.9795,0.17,0,0,0
2699,2699,1,1,1,1.0823,-35.42,0.0943,0.0201,0,0,0,0,0,0,0,0,0
2700,2700,1,1,2,1.0825,-32.54,0.0786,0.005,0.005,0,0,0,0.01,0,0,0,0
2701,2701,1,1,1,1.0824,-32.536,0.0576,0,0,0,0,0,0,0,0,0,0
2702,2702,1,1,1,1.1178,-29.151,0.0943,0.0201,0,0,0,0,0,0,0,0,0
2703,2703,1,1,1,1.0804,-32.205,0.1446,0.0392,0,0,0,0,0,0,0,0,0
2704,2704,1,1,1,1.0757,-31.23,0.1257,0.0804,0,0,0,0,0,0,0,0,0
2705,2705,1,1,1,1.116,-29.57,0.241,0.0452,0,0,0,0,0,0,0,0,0
2706,2706,1,1,2,1.0624,-35.4,0.1048,0.0402,0.03,0.01,0,0,0.01,0,0,0,0
2707,2707,1,1,1,1.0922,-34.154,0.0629,0.0201,0,0,0,0,0,0,0,0,0
2708,2708,1,1,1,1.0835,-32.085,0.109,0.0322,0,0,0,0,0,0,0,0,0
2709,2709,1,1,1,1.0428,-36.367,0.0733,0.0201,0,0,0,0,0,0,0,0,0
2710,2710,1,1,1,1.1142,-29.636,0.2567,0.0603,0,0,0,0,0,0,0,0,0
2711,2711,1,1,1,1.1171,-29.381,0.1991,0.0502,0,0,0,0,0,0,0,0,0
2712,2712,1,1,1,1.12,-29.705,0,0,0,0,0,0,0,0,0,0,0
2713,2713,1,1,1,1.1198,-29.719,0,0,0,0,0,0,0,0,0,0,0
2714,2714,1,1,2,1.0769,-33.527,0.1362,0.0201,0.004,0,0,0,0,0,0,0,0
2715,2715,1,1,1,1.0796,-34.167,0.0524,0.0121,0,0,0,0,0,0,0,0,0
2716,2716,1,1,1,1.046,-34.93,0.0943,0.0301,0,0,0,0,0,0,0,0,0
2717,2717,1,1,2,1.0906,-32.661,0.2601,0.0744,0.55,0.35,0,0,0.35,0.04,0,0,0
2718,2718,1,1,2,1.0905,-32.655,0.1291,0.0201,0.55,0.233,0,0,0.35,0.04,0,0,0
2719,2719,1,1,2,1.1041,-30.869,0.1184,0.0382,0,0,0,0,0.05,0,0,0,0
2720,2720,1,1,1,1.1002,-30.328,0.0943,0.0251,0,0,0,0,0,0,0,0,0
2721,2721,1,1,1,1.1002,-30.318,0.0933,0.0241,0,0,0,0,0,0,0,0,0
2722,2722,1,1,1,1.0477,-34.829,0.1519,0.0432,0,0,0,0,0,0,0,0,0
2723,2723,1,1,1,1.1119,-30.499,0.109,0.0311,0,0,0,0,0,0,0,0,0
2724,2724,1,1,1,1.0434,-36.969,0.1048,0.0301,0,0,0,0,0,0,0,0,0
2725,2725,1,1,1,1.0458,-37.09,0.1205,0.005,0,0,0,0,0,0,0,0,0
2726,2726,1,1,2,1.0367,-35.581,0.1362,0.0332,0.007,0,0,0,0,0,0,0,0
2727,2727,1,1,1,1.0968,-33.088,0.1729,0.0322,0,0,0,0,0,0,0,0,0
2728,2728,1,1,1,1.0265,-40.751,0.0524,0,0,0,0,0,0,0,0,0,0
2729,2729,1,1,2,1.0344,-35.974,0.0472,0.003,0.003,0,0,0,0,0,0,0,0
2730,2730,1,1,2,1.076,-32.305,0.0419,0.0111,0.004,0,0,0,0,0,0,0,0
2731,2731,1,1,2,1.081,-32.801,0.0052,0.001,0.009,0,0,0,0,0,0,0,0
2732,2732,1,1,1,1.0874,-34.223,0.0996,0.0201,0,0,0,0,0,0,0,0,0
2733,2733,1,1,2,1.0245,-40.932,0.0629,0.005,0.007,0.0009,0,0,0.001,0,0,0,0
2734,2734,1,1,1,1.1045,-30.477,0.0084,0.004,0,0,0,0,0,0,0,0,0
2735,2735,1,1,1,1.1053,-28.787,0.1132,0.0402,0,0,0,0,0,0,0,0,0
2736,2736,1,1,2,1.0876,-31.246,0.0681,0,0.2,0,0,0,0,0,0,0,0
2737,2737,1,1,1,1.0835,-31.615,0,0,0,0,0,0,0,0,0,0,0
2738,2738,1,1,1,1.0835,-31.634,0,0,0,0,0,0,0,0,0,0,0
2739,2739,1,1,2,1.0607,-35.291,0.2135,0.0703,0.28,0.1,0,0,0.15,0,0,0,0
2740,2740,1,1,2,1.0608,-35.291,0.0151,0.01,0.132,0.05,0,0,0.05,0,0,0,0
2741,2741,1,1,1,1.0588,-35.613,0.1991,0.0402,0,0,0,0,0,0,0,0,0
2742,2742,1,1,1,1.0587,-35.437,0.1467,0.0402,0,0,0,0,0,0,0,0,0
2743,2743,1,1,1,1.1192,-29.163,0.0891,0.0201,0,0,0,0,0,0,0,0,0
2744,2744,1,1,1,1.1193,-29.152,0.0733,0.0181,0,0,0,0,0,0,0,0,0
2745,2745,1,1,2,1.0796,-33.114,0.022,0.01,0.0594,0,0,0,0,0,0,0,0
2746,2746,1,1,1,1.1001,-32.999,0,0,0,0,0,0,0,0,0,0,0
2747,2747,1,1,1,1.098,-33.129,0,0,0,0,0,0,0,0,0,0,0
2748,2748,1,1,1,1.0479,-33.465,0,0,0,0,0,0,0,0,0,0.486,0
2749,2749,1,1,2,1.1007,-33.359,0.1105,0.0301,1.1,0.3258,0,0,0.887,0.14,0,0,0
2750,2750,1,1,2,1.1014,-33.067,0.4155,0.211,1.1,0.3892,0,0,0.74,0.065,0,0,0
2751,2751,1,1,1,1.0966,-33.003,0,0,0,0,0,0,0,0,0,0,0
