ap_bus,z_bus,area,zone,circuit,type,R,X,B,Line_Q1,Line_Q2,Line_Q3,control_bus,side,transformer_final_turns_ratio,transformer_final_angle,Min_tap,Max_tap,step_size,Min_volt,Max_volt
2113,2092,1,1,1,0,0.00587,0.01835,0.00202,0,0,0,0,0,0,0,0,0,0,0,0
2136,2092,1,1,1,0,8.00E-05,0.00033,4.00E-05,0,0,0,0,0,0,0,0,0,0,0,0
1076,2136,1,1,1,0,0.00033,0.00099,0.00013,0,0,0,0,0,0,0,0,0,0,0,0
2134,2136,1,1,1,0,0.00446,0.01273,0.00172,0,0,0,0,0,0,0,0,0,0,0,0
1067,1332,1,1,1,0,0.01397,0.04405,0.00478,0,0,0,0,0,0,0,0,0,0,0,0
1815,1512,1,1,1,0,0.02281,0.06,0.00958,0,0,0,0,0,0,0,0,0,0,0,0
1660,1769,1,1,1,0,0.00669,0.0162,0.00254,0,0,0,0,0,0,0,0,0,0,0,0
1165,1868,1,1,1,0,0.02256,0.04314,0.004,0,0,0,0,0,0,0,0,0,0,0,0
1660,1415,1,1,1,0,0.00446,0.01215,0.00124,0,0,0,0,0,0,0,0,0,0,0,0
1416,1132,1,1,1,0,0.0057,0.01636,0.00222,0,0,0,0,0,0,0,0,0,0,0,0
2076,1659,1,1,1,0,0.01364,0.03446,0.00363,0,0,0,0,0,0,0,0,0,0,0,0
1421,1659,1,1,1,0,0.01769,0.04438,0.00468,0,0,0,0,0,0,0,0,0,0,0,0
1813,1421,1,1,1,0,0.00488,0.01306,0.0016,0,0,0,0,0,0,0,0,0,0,0,0
1421,1419,1,1,1,0,0.00091,0.00215,0.00023,0,0,0,0,0,0,0,0,0,0,0,0
1660,1407,1,1,1,0,0.01669,0.04364,0.00566,0,0,0,0,0,0,0,0,0,0,0,0
1315,1391,1,1,1,0,0.00289,0.00802,0.0008,0,0,0,0,0,0,0,0,0,0,0,0
1406,1315,1,1,1,0,0.00595,0.00992,0.00237,0,0,0,0,0,0,0,0,0,0,0,0
1315,1313,1,1,1,0,0.0024,0.00455,0.00075,0,0,0,0,0,0,0,0,0,0,0,0
1635,1858,1,1,1,0,0.00893,0.02926,0.00295,0,0,0,0,0,0,0,0,0,0,0,0
1678,1635,1,1,1,0,0.00496,0.01612,0.00164,0,0,0,0,0,0,0,0,0,0,0,0
1633,1635,1,1,1,0,0.00231,0.00388,0.00039,0,0,0,0,0,0,0,0,0,0,0,0
1299,1857,1,1,1,0,0.00083,0.00256,0.00027,0,0,0,0,0,0,0,0,0,0,0,0
1078,1299,1,1,1,0,0.00793,0.02595,0.00262,0,0,0,0,0,0,0,0,0,0,0,0
1297,1299,1,1,1,0,0.00025,0.00058,8.00E-05,0,0,0,0,0,0,0,0,0,0,0,0
1644,1858,1,1,1,0,0.00802,0.02471,0.0025,0,0,0,0,0,0,0,0,0,0,0,0
1643,1857,1,1,1,0,0.0081,0.0257,0.00258,0,0,0,0,0,0,0,0,0,0,0,0
1859,1987,1,1,1,0,0.01446,0.04132,0.0055,0,0,0,0,0,0,0,0,0,0,0,0
1898,1944,1,1,1,0,0.01008,0.03182,0.00345,0,0,0,0,0,0,0,0,0,0,0,0
1411,1453,1,1,1,0,0.00372,0.01207,0.00122,0,0,0,0,0,0,0,0,0,0,0,0
1607,1704,1,1,1,0,0.00223,0.0062,0.00084,0,0,0,0,0,0,0,0,0,0,0,0
2035,2018,1,1,1,0,0.00959,0.03107,0.00317,0,0,0,0,0,0,0,0,0,0,0,0
1663,1847,1,1,1,0,0.00099,0.00298,0.00036,0,0,0,0,0,0,0,0,0,0,0,0
1869,1663,1,1,1,0,0.00579,0.01868,0.0019,0,0,0,0,0,0,0,0,0,0,0,0
1661,1663,1,1,1,0,0.00083,0.00231,0.0003,0,0,0,0,0,0,0,0,0,0,0,0
2062,1868,1,1,1,0,0.0119,0.03686,0.00418,0,0,0,0,0,0,0,0,0,0,0,0
1362,1161,1,1,1,0,0.00421,0.01355,0.0014,0,0,0,0,0,0,0,0,0,0,0,0
1962,1508,1,1,1,0,0.00521,0.01496,0.00198,0,0,0,0,0,0,0,0,0,0,0,0
2098,1702,1,1,1,0,0.00479,0.01471,0.00176,0,0,0,0,0,0,0,0,0,0,0,0
1208,2098,1,1,1,0,0.00174,0.00579,0.00065,0,0,0,0,0,0,0,0,0,0,0,0
2096,2098,1,1,1,0,8.00E-05,0.00017,2.00E-05,0,0,0,0,0,0,0,0,0,0,0,0
1208,1840,1,1,1,0,0.00124,0.00421,0.00042,0,0,0,0,0,0,0,0,0,0,0,0
1662,1847,1,1,1,0,0.00149,0.0043,0.00058,0,0,0,0,0,0,0,0,0,0,0,0
1154,1596,1,1,1,0,0.00678,0.02215,0.00225,0,0,0,0,0,0,0,0,0,0,0,0
1300,1647,1,1,1,0,0.0081,0.02066,0.00231,0,0,0,0,0,0,0,0,0,0,0,0
1858,1300,1,1,1,0,0.0005,0.00157,0.00016,0,0,0,0,0,0,0,0,0,0,0,0
1300,1298,1,1,1,0,0.00091,0.00264,0.00036,0,0,0,0,0,0,0,0,0,0,0,0
1355,1188,1,1,1,0,0.00174,0.00496,0.00065,0,0,0,0,0,0,0,0,0,0,0,0
2063,1548,1,1,1,0,0.01298,0.04074,0.0045,0,0,0,0,0,0,0,0,0,0,0,0
1789,1963,1,1,1,0,0.0038,0.01231,0.00124,0,0,0,0,0,0,0,0,0,0,0,0
1636,1789,1,1,1,0,0.00669,0.02198,0.00222,0,0,0,0,0,0,0,0,0,0,0,0
1079,1636,1,1,1,0,0.00446,0.01463,0.00148,0,0,0,0,0,0,0,0,0,0,0,0
1789,1787,1,1,1,0,0.00116,0.00256,0.00025,0,0,0,0,0,0,0,0,0,0,0,0
1634,1636,1,1,1,0,0.00231,0.00388,0.00039,0,0,0,0,0,0,0,0,0,0,0,0
1962,1364,1,1,1,0,0.00446,0.01455,0.00149,0,0,0,0,0,0,0,0,0,0,0,0
1453,2053,1,1,1,0,0.00331,0.01066,0.0011,0,0,0,0,0,0,0,0,0,0,0,0
1453,1247,1,1,1,0,0.0014,0.00455,0.00046,0,0,0,0,0,0,0,0,0,0,0,0
1705,1218,1,1,1,0,0.0024,0.00678,0.00091,0,0,0,0,0,0,0,0,0,0,0,0
2063,1698,1,1,1,0,0.0038,0.01083,0.00145,0,0,0,0,0,0,0,0,0,0,0,0
1848,2064,1,1,1,0,0.01835,0.05744,0.00634,0,0,0,0,0,0,0,0,0,0,0,0
1316,1193,1,1,1,0,0.00099,0.00273,0.00037,0,0,0,0,0,0,0,0,0,0,0,0
1740,1316,1,1,1,0,0.00149,0.0043,0.00057,0,0,0,0,0,0,0,0,0,0,0,0
1316,1314,1,1,1,0,0.00132,0.00364,0.00049,0,0,0,0,0,0,0,0,0,0,0,0
1417,1131,1,1,1,0,0.00273,0.00785,0.00102,0,0,0,0,0,0,0,0,0,0,0,0
2133,1417,1,1,1,0,0.00223,0.00736,0.00075,0,0,0,0,0,0,0,0,0,0,0,0
2130,2133,1,1,1,0,8.00E-05,0.00017,2.00E-05,0,0,0,0,0,0,0,0,0,0,0,0
2132,2133,1,1,1,0,0,0.00083,1.00E-05,0,0,0,0,0,0,0,0,0,0,0,0
1475,1331,1,1,1,0,0.00107,0.00339,0.00038,0,0,0,0,0,0,0,0,0,0,0,0
2060,1475,1,1,1,0,0.00455,0.01355,0.00164,0,0,0,0,0,0,0,0,0,0,0,0
1475,1473,1,1,1,0,0.00116,0.0014,0.0003,0,0,0,0,0,0,0,0,0,0,0,0
1135,1331,1,1,1,0,0.00107,0.00339,0.00038,0,0,0,0,0,0,0,0,0,0,0,0
2105,1135,1,1,1,0,0.00388,0.01207,0.00134,0,0,0,0,0,0,0,0,0,0,0,0
1133,1135,1,1,1,0,0.00066,0.00182,0.00024,0,0,0,0,0,0,0,0,0,0,0,0
1496,1331,1,1,1,0,0.00934,0.0257,0.00253,0,0,0,0,0,0,0,0,0,0,0,0
1943,1496,1,1,1,0,0.0057,0.01479,0.0015,0,0,0,0,0,0,0,0,0,0,0,0
1496,1493,1,1,1,0,0.00554,0.00959,0.00095,0,0,0,0,0,0,0,0,0,0,0,0
1543,1331,1,1,1,0,0.01504,0.04033,0.00401,0,0,0,0,0,0,0,0,0,0,0,0
1944,1543,1,1,1,0,8.00E-05,0.00025,2.00E-05,0,0,0,0,0,0,0,0,0,0,0,0
1542,1543,1,1,1,0,0.00017,0.00041,6.00E-05,0,0,0,0,0,0,0,0,0,0,0,0
1589,1513,1,1,1,0,0.0005,0.00149,0.00017,0,0,0,0,0,0,0,0,0,0,0,0
1589,1513,1,1,1,0,0.0005,0.00149,0.00017,0,0,0,0,0,0,0,0,0,0,0,0
1359,1330,1,1,1,0,0.01256,0.03975,0.0044,0,0,0,0,0,0,0,0,0,0,0,0
1361,1359,1,1,1,0,0.00025,0.00083,9.00E-05,0,0,0,0,0,0,0,0,0,0,0,0
1589,1361,1,1,1,0,0.00058,0.00174,0.00019,0,0,0,0,0,0,0,0,0,0,0,0
1356,1359,1,1,1,0,0.00041,0.00132,0.00013,0,0,0,0,0,0,0,0,0,0,0,0
1880,1332,1,1,1,0,0.00876,0.02744,0.00304,0,0,0,0,0,0,0,0,0,0,0,0
1358,1880,1,1,1,0,0.00364,0.01149,0.00127,0,0,0,0,0,0,0,0,0,0,0,0
1590,1358,1,1,1,0,0.00099,0.00339,0.00038,0,0,0,0,0,0,0,0,0,0,0,0
1879,1880,1,1,1,0,0.00207,0.00603,0.00079,0,0,0,0,0,0,0,0,0,0,0,0
1246,2095,1,1,1,0,0.00149,0.00496,0.0005,0,0,0,0,0,0,0,0,0,0,0,0
1648,1246,1,1,1,0,0.00496,0.01306,0.00151,0,0,0,0,0,0,0,0,0,0,0,0
1245,1246,1,1,1,0,0.00066,0.00198,0.00026,0,0,0,0,0,0,0,0,0,0,0,0
2064,1739,1,1,1,0,0.0043,0.01364,0.00146,0,0,0,0,0,0,0,0,0,0,0,0
1370,1749,1,1,1,0,0.01198,0.03702,0.00418,0,0,0,0,0,0,0,0,0,0,0,0
1610,1188,1,1,1,0,0.00455,0.01405,0.0016,0,0,0,0,0,0,0,0,0,0,0,0
2035,2019,1,1,1,0,0.00421,0.00917,0.00216,0,0,0,0,0,0,0,0,0,0,0,0
1839,1142,1,1,1,0,0.00579,0.01529,0.0016,0,0,0,0,0,0,0,0,0,0,0,0
1567,1142,1,1,1,0,0.00132,0.00231,0.00023,0,0,0,0,0,0,0,0,0,0,0,0
1568,1143,1,1,1,0,0.00132,0.00231,0.00023,0,0,0,0,0,0,0,0,0,0,0,0
2065,1883,1,1,1,0,0.00289,0.00719,0.00076,0,0,0,0,0,0,0,0,0,0,0,0
2066,1884,1,1,1,0,0.00289,0.00719,0.00076,0,0,0,0,0,0,0,0,0,0,0,0
1850,1330,1,1,1,0,0.00372,0.00917,0.00098,0,0,0,0,0,0,0,0,0,0,0,0
2066,1850,1,1,1,0,0.00463,0.01463,0.00159,0,0,0,0,0,0,0,0,0,0,0,0
1849,1850,1,1,1,0,0.00264,0.00579,0.00136,0,0,0,0,0,0,0,0,0,0,0,0
2065,1330,1,1,1,0,0.00835,0.02388,0.00256,0,0,0,0,0,0,0,0,0,0,0,0
1476,1330,1,1,1,0,0.00157,0.00488,0.00055,0,0,0,0,0,0,0,0,0,0,0,0
1697,1476,1,1,1,0,0.00744,0.02281,0.00261,0,0,0,0,0,0,0,0,0,0,0,0
2074,1697,1,1,1,0,0.00099,0.00331,0.00035,0,0,0,0,0,0,0,0,0,0,0,0
1476,1474,1,1,1,0,0.00074,0.00132,0.00031,0,0,0,0,0,0,0,0,0,0,0,0
1695,1697,1,1,1,0,0.00025,0.0005,5.00E-05,0,0,0,0,0,0,0,0,0,0,0,0
1605,1330,1,1,1,0,0.00752,0.02339,0.0026,0,0,0,0,0,0,0,0,0,0,0,0
2008,1641,1,1,1,0,0.01008,0.02496,0.00265,0,0,0,0,0,0,0,0,0,0,0,0
2048,2008,1,1,1,0,0.0119,0.03008,0.0032,0,0,0,0,0,0,0,0,0,0,0,0
2006,2008,1,1,1,0,0.00438,0.00545,0.00081,0,0,0,0,0,0,0,0,0,0,0,0
2009,1642,1,1,1,0,0.01008,0.02496,0.00265,0,0,0,0,0,0,0,0,0,0,0,0
1826,2009,1,1,1,0,0.00826,0.02132,0.00242,0,0,0,0,0,0,0,0,0,0,0,0
2007,2009,1,1,1,0,0.00413,0.00479,0.00072,0,0,0,0,0,0,0,0,0,0,0,0
2065,1929,1,1,1,0,0.0024,0.00694,0.0009,0,0,0,0,0,0,0,0,0,0,0,0
1453,1220,1,1,1,0,0.00314,0.01355,0.00135,0,0,0,0,0,0,0,0,0,0,0,0
1641,1365,1,1,1,0,0.00306,0.00355,0.00076,0,0,0,0,0,0,0,0,0,0,0,0
1521,1604,1,1,1,0,0.00314,0.00959,0.00112,0,0,0,0,0,0,0,0,0,0,0,0
1642,1366,1,1,1,0,0.00314,0.00364,0.00078,0,0,0,0,0,0,0,0,0,0,0,0
1242,1856,1,1,1,0,0.00107,0.00298,0.0004,0,0,0,0,0,0,0,0,0,0,0,0
1943,1242,1,1,1,0,0.00182,0.00529,0.00071,0,0,0,0,0,0,0,0,0,0,0,0
1242,1241,1,1,1,0,0.00058,0.00157,0.00021,0,0,0,0,0,0,0,0,0,0,0,0
1608,1853,1,1,1,0,0.00314,0.02124,0.00243,0,0,0,0,0,0,0,0,0,0,0,0
1189,1502,1,1,1,0,0.00496,0.01628,0.00164,0,0,0,0,0,0,0,0,0,0,0,0
2065,1596,1,1,1,0,0.00405,0.01264,0.0014,0,0,0,0,0,0,0,0,0,0,0,0
1098,1643,1,1,1,0,0.00198,0.00612,0.00068,0,0,0,0,0,0,0,0,0,0,0,0
2095,1098,1,1,1,0,0.00496,0.01545,0.00171,0,0,0,0,0,0,0,0,0,0,0,0
1098,1096,1,1,1,0,0.00107,0.0019,0.00019,0,0,0,0,0,0,0,0,0,0,0,0
1460,1644,1,1,1,0,0.00231,0.00752,0.00079,0,0,0,0,0,0,0,0,0,0,0,0
1846,1460,1,1,1,0,0.0057,0.01818,0.00196,0,0,0,0,0,0,0,0,0,0,0,0
1459,1460,1,1,1,0,8.00E-05,0.00017,2.00E-05,0,0,0,0,0,0,0,0,0,0,0,0
1454,2025,1,1,1,0,0.0019,0.00455,0.00091,0,0,0,0,0,0,0,0,0,0,0,0
2026,1453,1,1,1,0,0.0014,0.00471,0.00048,0,0,0,0,0,0,0,0,0,0,0,0
1143,2026,1,1,1,0,0.0081,0.02298,0.00239,0,0,0,0,0,0,0,0,0,0,0,0
2024,2026,1,1,1,0,0.0005,0.0014,0.00017,0,0,0,0,0,0,0,0,0,0,0,0
1321,1332,1,1,1,0,0.00752,0.02347,0.00235,0,0,0,0,0,0,0,0,0,0,0,0
1494,1321,1,1,1,0,0.00033,0.00116,0.00012,0,0,0,0,0,0,0,0,0,0,0,0
1319,1321,1,1,1,0,0.0024,0.00727,0.00087,0,0,0,0,0,0,0,0,0,0,0,0
2036,2122,1,1,1,0,0.0081,0.02496,0.00284,0,0,0,0,0,0,0,0,0,0,0,0
1775,1060,1,1,1,0,0.00364,0.01149,0.00123,0,0,0,0,0,0,0,0,0,0,0,0
1105,1775,1,1,1,0,0.00157,0.00463,0.00057,0,0,0,0,0,0,0,0,0,0,0,0
1775,1773,1,1,1,0,0.00231,0.00694,0.00072,0,0,0,0,0,0,0,0,0,0,0,0
2002,1232,1,1,1,0,0.0019,0.0057,0.00061,0,0,0,0,0,0,0,0,0,0,0,0
1099,2003,1,1,1,0,0.0057,0.01744,0.00187,0,0,0,0,0,0,0,0,0,0,0,0
2095,1099,1,1,1,0,0.00496,0.01545,0.00171,0,0,0,0,0,0,0,0,0,0,0,0
1099,1097,1,1,1,0,0.00107,0.0019,0.00019,0,0,0,0,0,0,0,0,0,0,0,0
1454,1996,1,1,1,0,0.00521,0.01603,0.00183,0,0,0,0,0,0,0,0,0,0,0,0
1673,1512,1,1,1,0,0.01339,0.04223,0.00461,0,0,0,0,0,0,0,0,0,0,0,0
2022,1673,1,1,1,0,0.00785,0.02529,0.00263,0,0,0,0,0,0,0,0,0,0,0,0
1673,1671,1,1,1,0,0.00388,0.01281,0.00126,0,0,0,0,0,0,0,0,0,0,0,0
1672,1263,1,1,1,0,0.00876,0.0281,0.00298,0,0,0,0,0,0,0,0,0,0,0,0
1585,1672,1,1,1,0,0.01116,0.03504,0.00382,0,0,0,0,0,0,0,0,0,0,0,0
1512,1585,1,1,1,0,0.00231,0.00719,0.00079,0,0,0,0,0,0,0,0,0,0,0,0
1672,1670,1,1,1,0,0.0038,0.0124,0.00126,0,0,0,0,0,0,0,0,0,0,0,0
1585,1583,1,1,1,0,0.00322,0.00554,0.00054,0,0,0,0,0,0,0,0,0,0,0,0
2002,1643,1,1,1,0,0.00545,0.01702,0.00187,0,0,0,0,0,0,0,0,0,0,0,0
2121,2066,1,1,1,0,0.00488,0.01207,0.00144,0,0,0,0,0,0,0,0,0,0,0,0
1369,2120,1,1,1,0,0.00273,0.00785,0.00081,0,0,0,0,0,0,0,0,0,0,0,0
1600,1811,1,1,1,0,0.00289,0.00868,0.00103,0,0,0,0,0,0,0,0,0,0,0,0
2036,1600,1,1,1,0,0.00595,0.01942,0.00199,0,0,0,0,0,0,0,0,0,0,0,0
1600,1598,1,1,1,0,0.00529,0.00909,0.0009,0,0,0,0,0,0,0,0,0,0,0,0
1253,1454,1,1,1,0,0.0014,0.00455,0.00046,0,0,0,0,0,0,0,0,0,0,0,0
1274,1253,1,1,1,0,0.00512,0.01554,0.00186,0,0,0,0,0,0,0,0,0,0,0,0
1252,1253,1,1,1,0,0.00033,0.00107,0.00011,0,0,0,0,0,0,0,0,0,0,0,0
1958,1877,1,1,1,0,0.00678,0.02025,0.00244,0,0,0,0,0,0,0,0,0,0,0,0
2123,1878,1,1,1,0,0.00802,0.02554,0.00272,0,0,0,0,0,0,0,0,0,0,0,0
1976,1821,1,1,1,0,0.00727,0.00975,0.00189,0,0,0,0,0,0,0,0,0,0,0,0
2064,1131,1,1,1,0,0.01785,0.05826,0.00589,0,0,0,0,0,0,0,0,0,0,0,0
2065,1254,1,1,1,0,0.00314,0.00785,0.00086,0,0,0,0,0,0,0,0,0,0,0,0
1696,1255,1,1,1,0,0.00579,0.01595,0.00189,0,0,0,0,0,0,0,0,0,0,0,0
1520,1696,1,1,1,0,0.00207,0.0062,0.00077,0,0,0,0,0,0,0,0,0,0,0,0
1694,1696,1,1,1,0,0.00025,0.0005,5.00E-05,0,0,0,0,0,0,0,0,0,0,0,0
2018,1738,1,1,1,0,0.00744,0.02289,0.00262,0,0,0,0,0,0,0,0,0,0,0,0
1737,1513,1,1,1,0,0.01207,0.03926,0.00399,0,0,0,0,0,0,0,0,0,0,0,0
1876,1513,1,1,1,0,0.0005,0.0038,0.00038,0,0,0,0,0,0,0,0,0,0,0,0
1930,1876,1,1,1,0,0.0081,0.05248,0.00524,0,0,0,0,0,0,0,0,0,0,0,0
2066,1930,1,1,1,0,0.00769,0.02413,0.00266,0,0,0,0,0,0,0,0,0,0,0,0
1874,1876,1,1,1,0,0.00058,0.00174,0.00023,0,0,0,0,0,0,0,0,0,0,0,0
1928,1930,1,1,1,0,0.00223,0.00719,0.00075,0,0,0,0,0,0,0,0,0,0,0,0
1812,1095,1,1,1,0,0.00281,0.00851,0.00098,0,0,0,0,0,0,0,0,0,0,0,0
1599,1094,1,1,1,0,0.00347,0.0114,0.00115,0,0,0,0,0,0,0,0,0,0,0,0
1262,1599,1,1,1,0,0.00529,0.01719,0.00176,0,0,0,0,0,0,0,0,0,0,0,0
1599,1597,1,1,1,0,0.00529,0.00909,0.0009,0,0,0,0,0,0,0,0,0,0,0,0
1551,1807,1,1,1,0,0.01926,0.06198,0.00647,0,0,0,0,0,0,0,0,0,0,0,0
2062,1551,1,1,1,0,0.01041,0.03388,0.00346,0,0,0,0,0,0,0,0,0,0,0,0
1550,1551,1,1,1,0,0.00165,0.00537,0.00054,0,0,0,0,0,0,0,0,0,0,0,0
1933,1847,1,1,1,0,0.00471,0.0138,0.00176,0,0,0,0,0,0,0,0,0,0,0,0
1360,1590,1,1,1,0,0.00074,0.00231,0.00023,0,0,0,0,0,0,0,0,0,0,0,0
2128,1360,1,1,1,0,0.01107,0.03612,0.00365,0,0,0,0,0,0,0,0,0,0,0,0
1357,1360,1,1,1,0,0.00091,0.00306,0.0003,0,0,0,0,0,0,0,0,0,0,0,0
1590,1716,1,1,1,0,0.00752,0.02446,0.00247,0,0,0,0,0,0,0,0,0,0,0,0
1762,1977,1,1,1,0,0.0124,0.02793,0.00267,0,0,0,0,0,0,0,0,0,0,0,0
2017,1443,1,1,1,0,0.01711,0.05562,0.0056,0,0,0,0,0,0,0,0,0,0,0,0
1195,1160,1,1,1,0,0.01512,0.04223,0.00403,0,0,0,0,0,0,0,0,0,0,0,0
1619,1159,1,1,1,0,0.01529,0.03198,0.00589,0,0,0,0,0,0,0,0,0,0,0,0
1658,1400,1,1,1,0,0.00934,0.02917,0.00321,0,0,0,0,0,0,0,0,0,0,0,0
1667,1658,1,1,1,0,0.00215,0.00636,0.0008,0,0,0,0,0,0,0,0,0,0,0,0
1658,1657,1,1,1,0,0,8.00E-05,1.00E-05,0,0,0,0,0,0,0,0,0,0,0,0
1631,1400,1,1,1,0,0.00504,0.01661,0.00167,0,0,0,0,0,0,0,0,0,0,0,0
1956,1578,1,1,1,0,0.00579,0.01446,0.00162,0,0,0,0,0,0,0,0,0,0,0,0
1444,1578,1,1,1,0,0.03413,0.08545,0.00909,0,0,0,0,0,0,0,0,0,0,0,0
1444,2138,1,1,1,0,0.0062,0.01562,0.00277,0,0,0,0,0,0,0,0,0,0,0,0
1617,2137,1,1,1,0,0.00124,0.00355,0.00045,0,0,0,0,0,0,0,0,0,0,0,0
1909,1955,1,1,1,0,0.00769,0.01934,0.00211,0,0,0,0,0,0,0,0,0,0,0,0
1907,1909,1,1,1,0,0.01248,0.03545,0.00474,0,0,0,0,0,0,0,0,0,0,0,0
1443,1071,1,1,1,0,0.00488,0.01231,0.00189,0,0,0,0,0,0,0,0,0,0,0,0
1212,1541,1,1,1,0,0.0062,0.01934,0.00214,0,0,0,0,0,0,0,0,0,0,0,0
1443,1264,1,1,1,0,0.00405,0.01331,0.00135,0,0,0,0,0,0,0,0,0,0,0,0
1265,1908,1,1,1,0,0.01025,0.02926,0.0039,0,0,0,0,0,0,0,0,0,0,0,0
1440,1400,1,1,1,0,0.00959,0.03107,0.00321,0,0,0,0,0,0,0,0,0,0,0,0
1684,1400,1,1,1,0,0.0014,0.0043,0.00047,0,0,0,0,0,0,0,0,0,0,0,0
1191,1431,1,1,1,0,0.00777,0.02372,0.00273,0,0,0,0,0,0,0,0,0,0,0,0
1993,1524,1,1,1,0,0.00818,0.02496,0.00292,0,0,0,0,0,0,0,0,0,0,0,0
2126,2118,1,1,1,0,0.00149,0.00446,0.00057,0,0,0,0,0,0,0,0,0,0,0,0
1706,1616,1,1,1,0,0.00628,0.01959,0.00217,0,0,0,0,0,0,0,0,0,0,0,0
1707,1617,1,1,1,0,0.0062,0.01942,0.00215,0,0,0,0,0,0,0,0,0,0,0,0
1616,2119,1,1,1,0,0.00083,0.00248,0.00027,0,0,0,0,0,0,0,0,0,0,0,0
1072,2127,1,1,1,0,0.00074,0.00223,0.0003,0,0,0,0,0,0,0,0,0,0,0,0
2139,1617,1,1,1,0,0.00198,0.00529,0.00071,0,0,0,0,0,0,0,0,0,0,0,0
1892,1887,1,1,1,0,0.00347,0.00975,0.00132,0,0,0,0,0,0,0,0,0,0,0,0
2021,1159,1,1,1,0,0.00512,0.01463,0.00197,0,0,0,0,0,0,0,0,0,0,0,0
1893,2021,1,1,1,0,0.00132,0.0038,0.00051,0,0,0,0,0,0,0,0,0,0,0,0
2020,2021,1,1,1,0,0.00025,0.00033,4.00E-05,0,0,0,0,0,0,0,0,0,0,0,0
1923,1401,1,1,1,0,0.00479,0.01471,0.00169,0,0,0,0,0,0,0,0,0,0,0,0
1423,1398,1,1,1,0,0.00884,0.02769,0.00305,0,0,0,0,0,0,0,0,0,0,0,0
1939,1401,1,1,1,0,0.00504,0.01554,0.00179,0,0,0,0,0,0,0,0,0,0,0,0
1926,1399,1,1,1,0,0.00355,0.00884,0.00094,0,0,0,0,0,0,0,0,0,0,0,0
2029,1926,1,1,1,0,0.01603,0.04124,0.00435,0,0,0,0,0,0,0,0,0,0,0,0
1926,1924,1,1,1,0,0.01264,0.01488,0.00319,0,0,0,0,0,0,0,0,0,0,0,0
1927,1398,1,1,1,0,0.0043,0.01066,0.00113,0,0,0,0,0,0,0,0,0,0,0,0
1900,1927,1,1,1,0,0.01727,0.04893,0.00506,0,0,0,0,0,0,0,0,0,0,0,0
1927,1925,1,1,1,0,0.01281,0.01496,0.00322,0,0,0,0,0,0,0,0,0,0,0,0
2030,1900,1,1,1,0,0.00893,0.02777,0.0031,0,0,0,0,0,0,0,0,0,0,0,0
1248,1900,1,1,1,0,0.00901,0.02769,0.00317,0,0,0,0,0,0,0,0,0,0,0,0
1901,1159,1,1,1,0,0.01083,0.02711,0.00287,0,0,0,0,0,0,0,0,0,0,0,0
1902,1160,1,1,1,0,0.01083,0.02711,0.00287,0,0,0,0,0,0,0,0,0,0,0,0
2081,1901,1,1,1,0,0.0043,0.0124,0.00164,0,0,0,0,0,0,0,0,0,0,0,0
2082,1900,1,1,1,0,0.0043,0.0124,0.00164,0,0,0,0,0,0,0,0,0,0,0,0
1732,1713,1,1,1,0,0.00504,0.01256,0.00135,0,0,0,0,0,0,0,0,0,0,0,0
1902,1732,1,1,1,0,0.01099,0.02835,0.00304,0,0,0,0,0,0,0,0,0,0,0,0
1731,1732,1,1,1,0,0.0043,0.01231,0.00162,0,0,0,0,0,0,0,0,0,0,0,0
1901,1712,1,1,1,0,0.01603,0.04107,0.0044,0,0,0,0,0,0,0,0,0,0,0,0
1900,2071,1,1,1,0,0.0062,0.02025,0.00208,0,0,0,0,0,0,0,0,0,0,0,0
1443,1129,1,1,1,0,0.00455,0.01289,0.00174,0,0,0,0,0,0,0,0,0,0,0,0
1999,1087,1,1,1,0,0.00421,0.01322,0.00146,0,0,0,0,0,0,0,0,0,0,0,0
1953,1087,1,1,1,0,0.00347,0.01116,0.00119,0,0,0,0,0,0,0,0,0,0,0,0
1950,1287,1,1,1,0,0.00471,0.01339,0.0018,0,0,0,0,0,0,0,0,0,0,0,0
1579,1950,1,1,1,0,0.00355,0.01091,0.00126,0,0,0,0,0,0,0,0,0,0,0,0
1950,1948,1,1,1,0,0.00157,0.00496,0.00056,0,0,0,0,0,0,0,0,0,0,0,0
1754,1088,1,1,1,0,0.00264,0.00818,0.00091,0,0,0,0,0,0,0,0,0,0,0,0
1579,1754,1,1,1,0,0.00612,0.01917,0.00209,0,0,0,0,0,0,0,0,0,0,0,0
1754,1753,1,1,1,0,0.00207,0.00347,0.00083,0,0,0,0,0,0,0,0,0,0,0,0
1593,1579,1,1,1,0,0.0024,0.00719,0.00085,0,0,0,0,0,0,0,0,0,0,0,0
1213,1667,1,1,1,0,0.0024,0.00777,0.00081,0,0,0,0,0,0,0,0,0,0,0,0
1286,1772,1,1,1,0,0.00372,0.00843,0.00145,0,0,0,0,0,0,0,0,0,0,0,0
1745,1666,1,1,1,0,0.00628,0.02025,0.00211,0,0,0,0,0,0,0,0,0,0,0,0
1484,1439,1,1,1,0,8.00E-05,0.00025,2.00E-05,0,0,0,0,0,0,0,0,0,0,0,0
1693,1484,1,1,1,0,0.0076,0.01983,0.00206,0,0,0,0,0,0,0,0,0,0,0,0
1666,1693,1,1,1,0,0.00314,0.00843,0.00085,0,0,0,0,0,0,0,0,0,0,0,0
